兄弟 | 还不认亲 | Racism | hate [END]
txl | 我在这里骂txl没码，各位没有意见吧！ | LGBTQ | hate [END]
兄弟 | 口味有点重啊 | non-hate | non-hate [SEP] 你 | 口味有点重啊 | non-hate | non-hate [END]
你 | 天津的 | Region | hate [SEP] 你 | 还我们滦河水！😠 | Region | hate [END]
反串差评 | 我咋没看到反串差评 | non-hate | non-hate [END]
基佬 | 在现实生活中活得太憋屈了 | LGBTQ | hate [SEP] 基佬 | 需要发泄 | LGBTQ | hate [SEP] 基佬 | 害怕看到那些回击它们的内容 | LGBTQ | hate [END]
母吠 | 删我评 | Sexism | hate [END]
你们同性恋 | 又幻想对方是0 | LGBTQ | hate [END]
女人 | 不如 | Sexism | hate [SEP] 女人 | 脚上 | Sexism | hate [SEP] 男靴 | 不如 | Sexism | hate [SEP] 男靴 | 脚上 | Sexism | hate [SEP] 女靴 | 不如 | Sexism | hate [SEP] 女靴 | 脚上 | Sexism | hate [SEP] 男 | 不如 | Sexism | hate [SEP] 男 | 脚上 | Sexism | hate [SEP] 大多 | 不如 | Sexism | hate [SEP] 大多 | 脚上 | Sexism | hate [SEP] 男人 | 不如 | Sexism | hate [SEP] 男人 | 脚上 | Sexism | hate [END]
肤色 | 这么好的 | Racism | hate [SEP] 肤色 | 竟然在美国做乞丐 | Racism | hate [END]
东北 | 被黑的最惨的 | non-hate | non-hate [SEP] 东北 | 更受南方妹子欢迎 | non-hate | non-hate [SEP] 东北 | 不受妹子待见 | non-hate | non-hate [SEP] 东北人 | 被黑的最惨的 | non-hate | non-hate [SEP] 东北人 | 更受南方妹子欢迎 | non-hate | non-hate [SEP] 东北人 | 不受妹子待见 | non-hate | non-hate [SEP] 南方人 | 被黑的最惨的 | non-hate | non-hate [SEP] 南方人 | 更受南方妹子欢迎 | non-hate | non-hate [SEP] 南方人 | 不受妹子待见 | non-hate | non-hate [END]
雀食男同 | 恶心 | LGBTQ | hate [END]
这玩意 | 从笼子里面放出来的 | non-hate | non-hate [END]
安徽 | 还好点 | non-hate | non-hate [SEP] 安徽 | 八竿子打不着的地方 | non-hate | non-hate [SEP] 安徽 | 带节奏 | non-hate | non-hate [SEP] 江西 | 还好点 | non-hate | non-hate [SEP] 江西 | 八竿子打不着的地方 | non-hate | non-hate [SEP] 江西 | 带节奏 | non-hate | non-hate [SEP] 苏北 | 还好点 | non-hate | non-hate [SEP] 苏北 | 八竿子打不着的地方 | non-hate | non-hate [SEP] 苏北 | 带节奏 | non-hate | non-hate [END]
好人 | 被枪指着 | non-hate | non-hate [SEP] 好人 | 不管被骗的有罪✌ | non-hate | non-hate [SEP] 骗人的 | 被枪指着 | non-hate | non-hate [SEP] 骗人的 | 不管被骗的有罪✌ | non-hate | non-hate [END]
中 | 额正常中国男人会跟黑人女性交往吗… | Racism | hate [END]
800的小姐 | 能提非常高的情绪价值 | Sexism | hate [SEP] 买礼物 | 能提非常高的情绪价值 | Sexism | hate [END]
硅南 | 能不能死一死 | Sexism | hate [END]
66666在b站看过一个视频，不想别人歧视，就先停止对别人的歧视 | 66666在b站看过一个视频，不想别人歧视，就先停止对别人的歧视 | Racism | hate [END]
嘿枸 | 涤清圣土桖洗 | Racism | hate [END]
广东福建人 | 地域黑 | Region | hate [SEP] 广东福建人 | 地域黑最多 | Region | hate [SEP] 广东福建人 | 地 | Region | hate [SEP] 广东福建人 | 时 | Region | hate [SEP] 广东福建人 | 因为素质低下而被歧视 | Region | hate [SEP] 江浙 | 地域黑 | Region | hate [SEP] 江浙 | 地域黑最多 | Region | hate [SEP] 江浙 | 地 | Region | hate [SEP] 江浙 | 时 | Region | hate [SEP] 江浙 | 因为素质低下而被歧视 | Region | hate [SEP] 黑子 | 地域黑 | Region | hate [SEP] 黑子 | 地域黑最多 | Region | hate [SEP] 黑子 | 地 | Region | hate [SEP] 黑子 | 时 | Region | hate [SEP] 黑子 | 因为素质低下而被歧视 | Region | hate [SEP] 江浙一带 | 地域黑 | Region | hate [SEP] 江浙一带 | 地域黑最多 | Region | hate [SEP] 江浙一带 | 地 | Region | hate [SEP] 江浙一带 | 时 | Region | hate [SEP] 江浙一带 | 因为素质低下而被歧视 | Region | hate [END]
广东人 | 长相有什么区别 | non-hate | non-hate [SEP] 广东人 | 以为攻击广西自己就不东南亚了？ | non-hate | non-hate [SEP] 广西人 | 长相有什么区别 | non-hate | non-hate [SEP] 广西人 | 以为攻击广西自己就不东南亚了？ | non-hate | non-hate [END]
理中派 | 遇到打拳的 | Region | hate [SEP] 理中派 | 一定要反击 | Region | hate [SEP] 理中派 | 最可恶 | Region | hate [SEP] 理中派 | 想 | Region | hate [END]
安徽 | 也被黑很惨啊 | Region | hate [END]
非 | 不 | Racism | hate [SEP] 非洲人 | 不 | Racism | hate [SEP] 外国人 | 不 | Racism | hate [SEP] 黑人 | 不 | Racism | hate [END]
我 | 高贵的 | non-hate | non-hate [SEP] 爱情 | 高贵的 | non-hate | non-hate [END]
吴越（包括上海本 | 占大概70-80%， | non-hate | non-hate [SEP] 江淮 | 占大概70-80%， | non-hate | non-hate [END]
日本女人 | 才媚白 | Region | hate [END]
黑人 | 事太多了 | Racism | hate [END]
同性恋 | 真是太正确了 | LGBTQ | hate [END]
黑家伙 | 找谁不行，偏要找个黑家伙。 | non-hate | non-hate [END]
国外 | 都 | non-hate | non-hate [SEP] 国外 | 反对 | non-hate | non-hate [END]
非洲很多国家 | 从部落酋邦被殖民者强行拉进工业社会 | Racism | hate [END]
外籍男子 | 醉酒闹事、公然袭警 | non-hate | non-hate [END]
你 | 种族歧视 | non-hate | non-hate [END]
txl群体 | 毕竟人家是高贵的异性恋男性呢😆想什么都是对的，一个个都能自己做大科学家，能自己给txl群体下定义呢😆一个个都是大哲学家，贯彻了形而上的思想方法，将以少见多的理念发挥得淋漓尽致呢😆 | LGBTQ | hate [END]
资 | 只有 | Racism | hate [SEP] 犹太 | 只有 | Racism | hate [END]
腐癌 | 那不是 | LGBTQ | hate [END]
我 | 岭南山区的 | non-hate | non-hate [SEP] 我 | 长得还可以 | non-hate | non-hate [SEP] 湖南 | 岭南山区的 | non-hate | non-hate [SEP] 湖南 | 长得还可以 | non-hate | non-hate [END]
国男 | 想想怎么让自己不接盘更实际 | Sexism | hate [END]
黑人 | 你在现实见到 | non-hate | non-hate [END]
男孩子 | 惨唉 | non-hate | non-hate [END]
这答主 | 气得 | LGBTQ | hate [SEP] 这答主 | 亡我中华之心不死！ | LGBTQ | hate [SEP] 帝国主义 | 气得 | LGBTQ | hate [SEP] 帝国主义 | 亡我中华之心不死！ | LGBTQ | hate [END]
长三角三省市 | 喜欢搞地域黑 | Region | hate [SEP] 珠三角， | 喜欢搞地域黑 | Region | hate [SEP] 西部某都 | 喜欢搞地域黑 | Region | hate [END]
安徽人 | 被黑的原因 | Region | hate [END]
有些直男 | 单纯恶心 男同do | LGBTQ | hate [END]
女权 | 杀光 | Sexism | hate [END]
下面那个回复 | 太 | non-hate | non-hate [SEP] 下面那个回复 | 有才了 | non-hate | non-hate [END]
女人 | 我 | Sexism | hate [SEP] 女人 | 从来不看 | Sexism | hate [END]
同性恋 | 需要为了别人而收敛自己 | non-hate | non-hate [END]
它 | 超时空爱情 | non-hate | non-hate [SEP] 它 | 跨物种恋爱. | non-hate | non-hate [SEP] 人 | 超时空爱情 | non-hate | non-hate [SEP] 人 | 跨物种恋爱. | non-hate | non-hate [SEP] 你 | 超时空爱情 | non-hate | non-hate [SEP] 你 | 跨物种恋爱. | non-hate | non-hate [END]
跪舔嘿 | 很不开心 | Sexism | hate [END]
男人 | 你 | Sexism | hate [SEP] 男人 | 可以和 | Sexism | hate [END]
基佬 | 太恶心了 | LGBTQ | hate [SEP] 基佬 | 蕾 | LGBTQ | hate [END]
河南 | 说 | non-hate | non-hate [SEP] 河南 | 范围有多大 | non-hate | non-hate [SEP] 河南人 | 说 | non-hate | non-hate [SEP] 河南人 | 范围有多大 | non-hate | non-hate [END]
幕刃 | 给我添堵吗？ | Sexism | hate [END]
我 | 既可爱又帅气哒 | non-hate | non-hate [END]
你 | 去 | non-hate | non-hate [SEP] 春 | 去 | non-hate | non-hate [END]
东北人 | 感觉一段时间这个地域歧视都少不了 | Region | hate [SEP] 唐山 | 感觉一段时间这个地域歧视都少不了 | Region | hate [END]
更多对同性恋抱有偏见的人 | 侮辱诅咒 | LGBTQ | hate [SEP] 更多对同性恋抱有偏见的人 | 劣等 | LGBTQ | hate [SEP] 更多对同性恋抱有偏见的人 | 不该存在在世界 | LGBTQ | hate [SEP] 同性恋 | 侮辱诅咒 | LGBTQ | hate [SEP] 同性恋 | 劣等 | LGBTQ | hate [SEP] 同性恋 | 不该存在在世界 | LGBTQ | hate [SEP] txl | 侮辱诅咒 | LGBTQ | hate [SEP] txl | 劣等 | LGBTQ | hate [SEP] txl | 不该存在在世界 | LGBTQ | hate [END]
女的 | 逆民主义 | Sexism | hate [SEP] 女的 | 恐婚了 | Sexism | hate [SEP] 女 | 逆民主义 | Sexism | hate [SEP] 女 | 恐婚了 | Sexism | hate [END]
外国黑人 | 不为中国人生孩子，却为 | Racism | hate [END]
河南 | 穷 | Region | hate [SEP] 河南 | 黑 | Region | hate [END]
卡 | 大几率会死人 | Racism | hate [SEP] 肺囊虫肺炎和隐脑 | 大几率会死人 | Racism | hate [END]
他 | 转移话题 | non-hate | non-hate [END]
女拳 | 被 | Sexism | hate [SEP] 女拳 | 压着 | Sexism | hate [SEP] 舔饭圈和女拳 | 被 | Sexism | hate [SEP] 舔饭圈和女拳 | 压着 | Sexism | hate [SEP] 男性 | 被 | Sexism | hate [SEP] 男性 | 压着 | Sexism | hate [SEP] 女性 | 被 | Sexism | hate [SEP] 女性 | 压着 | Sexism | hate [END]
底层男人 | 娶不到处女 | Sexism | hate [SEP] 底层男人 | 要求另一半是处 | Sexism | hate [END]
那三个默 | 应该会被判刑法十到二十年左右 | Racism | hate [END]
wb | 纯杀软 | Sexism | hate [END]
江苏 | 脾气就这样，小市民思想比较重 | Region | hate [END]
歪国敌特 | 彻底与 | Racism | hate [SEP] 歪国敌特 | 限制 | Racism | hate [SEP] 歪门邪道者 | 彻底与 | Racism | hate [SEP] 歪门邪道者 | 限制 | Racism | hate [SEP] 歪国来 | 彻底与 | Racism | hate [SEP] 歪国来 | 限制 | Racism | hate [END]
这个 | 什么也没做吧 | Racism | hate [SEP] 这个 | 怎么被判刑了 | Racism | hate [SEP] 华裔警察 | 什么也没做吧 | Racism | hate [SEP] 华裔警察 | 怎么被判刑了 | Racism | hate [END]
嗨嗨嗨😆黑北京的哪有黑上海的多😎 | 黑北 | Region | hate [END]
媒体 | 媒体从大到小，好事就算东北人做的只提发生地点（南方），坏事就算南方人在东北做的也只提东北，这都是老传统艺能了😄😄😊 | Region | hate [END]
外国人 | 十八线小城有几个 | Region | hate [END]
河南人 | 最了解被地域黑的痛苦 | Region | hate [SEP] 河南人 | 最不喜欢地域黑别人 | Region | hate [END]
同性恋 | 可耻的！是错误的！是会破坏世界的！ | LGBTQ | hate [SEP] 同性恋 | 全部死掉 | LGBTQ | hate [SEP] 同 | 可耻的！是错误的！是会破坏世界的！ | LGBTQ | hate [SEP] 同 | 全部死掉 | LGBTQ | hate [END]
西安人 | 死绝🙂 | non-hate | non-hate [END]
辽宁 | 真没资格鄙视中部 | Region | hate [END]
这女的 | 贵物 | Sexism | hate [SEP] 这女的 | 自己弄撒别人收拾烂摊子。 | Sexism | hate [END]
同性恋 | 你深深的其实和偏见 | LGBTQ | hate [END]
去小红书上多看一看，你会觉得自己很狭隘的 | 狭隘 | Region | hate [END]
中国男人 | 不配我们 | Sexism | hate [SEP] 中国女 | 不配我们 | Sexism | hate [END]
二次元网站 | 引流一堆慕刃把环境都搞臭了 | Sexism | hate [END]
我们 | 敢 | Region | hate [SEP] 我们 | 都得死😄 | Region | hate [SEP] 他们 | 敢 | Region | hate [SEP] 他们 | 都得死😄 | Region | hate [SEP] 占 | 敢 | Region | hate [SEP] 占 | 都得死😄 | Region | hate [SEP] 我们便宜 | 敢 | Region | hate [SEP] 我们便宜 | 都得死😄 | Region | hate [END]
生动有趣 简洁明了的例子 秒啊 | 生动有趣 简洁明了的例子 秒啊 | non-hate | non-hate [END]
中国男女对立 | 网上的话也信，那就是你的问题了，中国男女对立只存在网络上 | non-hate | non-hate [END]
tg，bbc+china | 有攒劲的节目 | non-hate | non-hate [END]
广东人 | 不觉得 | non-hate | non-hate [SEP] 广东人 | 长得好看 | non-hate | non-hate [END]
你 | 这点道理都不懂你211的书怕是白念了？他扶被诬陷有警察主持“正义”，我们扶等着赔钱吧。还有你既然觉得你是对的，就不要隐瞒啊🍉 | non-hate | non-hate [END]
她们 | 在这里意淫打拳 | Sexism | hate [END]
河北 | 最没有存在感 | Region | hate [END]
你写的 | 这是玄幻小说 | non-hate | non-hate [END]
黑人 | 大家把我帖子多宣传，我们开发出可以使黑人的古龙水发臭的东西在黑人聚集地发散开，或者给中国女人们使用或者佩戴，保证黑人们一个都混不下去。 | Racism | hate [SEP] 黑人们 | 大家把我帖子多宣传，我们开发出可以使黑人的古龙水发臭的东西在黑人聚集地发散开，或者给中国女人们使用或者佩戴，保证黑人们一个都混不下去。 | Racism | hate [END]
贵州 | 素质差 | Region | hate [END]
恐同 | 深柜实锤 | LGBTQ | hate [END]
基佬 | 一堆屎 | LGBTQ | hate [SEP] 基佬 | 心里变态的 | LGBTQ | hate [END]
炸鸡 | 好吃的 | non-hate | non-hate [END]
女人 | 呵呵 | non-hate | non-hate [END]
排斥同性的表白 | 排斥自己不喜欢的异性的表白是一样的 | LGBTQ | hate [END]
女人 | 无辈分 | Sexism | hate [SEP] 女人 | 嫁 | Sexism | hate [SEP] 女人 | 不会选择平均智商低到下限的黑，不想做后代的罪人！ | Sexism | hate [SEP] 女性 | 无辈分 | Sexism | hate [SEP] 女性 | 嫁 | Sexism | hate [SEP] 女性 | 不会选择平均智商低到下限的黑，不想做后代的罪人！ | Sexism | hate [END]
印度高种姓女人 | 颜值不差 | Sexism | hate [SEP] 印度高种姓女人 | 女人不化妆 | Sexism | hate [SEP] 印度高种姓女人 | 比默 | Sexism | hate [SEP] 印度低种姓 | 颜值不差 | Sexism | hate [SEP] 印度低种姓 | 女人不化妆 | Sexism | hate [SEP] 印度低种姓 | 比默 | Sexism | hate [SEP] 郭女 | 颜值不差 | Sexism | hate [SEP] 郭女 | 女人不化妆 | Sexism | hate [SEP] 郭女 | 比默 | Sexism | hate [END]
我们 | 不识字 | Region | hate [SEP] 我们 | 没胆量，才被人当了殖民地 | Region | hate [SEP] 资本 | 不识字 | Region | hate [SEP] 资本 | 没胆量，才被人当了殖民地 | Region | hate [END]
txl | 气候变暖又要加重了 | LGBTQ | hate [END]
我 | 直接承认 | non-hate | non-hate [END]
他们 | 没死 | non-hate | non-hate [SEP] 他们 | 管不了 | non-hate | non-hate [END]
额，呜丫丫一片一般是早高峰的上班狗 | 一般 | non-hate | non-hate [SEP] 额，呜丫丫一片一般是早高峰的上班狗 | 早高峰的上班狗 | non-hate | non-hate [END]
鬼母跟几 | 还在苟延残喘 | Sexism | hate [END]
被默 | 玩腻了就会找老实人接盘 | Racism | hate [END]
处女崇拜 | 很大的群体 | Sexism | hate [END]
寄生虫 | 啥都指望男人也配谈女权和男女平等 | Racism | hate [END]
腐癌 | 只是想看两个帅哥谈恋爱😢 | LGBTQ | hate [END]
你 | 歧视男的 | Sexism | hate [SEP] 你 | 就 | Sexism | hate [SEP] 你们 | 歧视男的 | Sexism | hate [SEP] 你们 | 就 | Sexism | hate [SEP] 女的 | 歧视男的 | Sexism | hate [SEP] 女的 | 就 | Sexism | hate [END]
艾 | 梅事的😂 | LGBTQ | hate [END]
井底之蛙 | 井底之蛙罢了 | non-hate | non-hate [END]
我们 | 真是太强啦😆 | Region | hate [SEP] 中国 | 真是太强啦😆 | Region | hate [END]
小人 | 同 | LGBTQ | hate [SEP] 同 | 同 | LGBTQ | hate [END]
河南人 | 可也不是全部 | non-hate | non-hate [END]
你 | 没有男 | Sexism | hate [END]
我 | 黑人 | non-hate | non-hate [SEP] 我 | 有很多漂亮 | non-hate | non-hate [END]
某 | 自卑没有自信还是有艾不能见 | LGBTQ | hate [SEP] 基佬 | 自卑没有自信还是有艾不能见 | LGBTQ | hate [END]
你们同性恋 | 爱快乐地互相伤害互相传播疾病的怪物 | LGBTQ | hate [SEP] 你们同性恋 | 短 | LGBTQ | hate [SEP] 同性伴侣 | 爱快乐地互相伤害互相传播疾病的怪物 | LGBTQ | hate [SEP] 同性伴侣 | 短 | LGBTQ | hate [END]
