兄弟 | 还不认亲 | Racism | hate [END]
外籍男子 | 外籍男子醉酒闹事、公然袭警，被制服后群众纷纷拍手叫好 | non-hate | non-hate [END]
你 | 种族歧视 | Racism | hate [END]
txl群体 | 毕竟人家是高贵的异性恋男性呢😆想什么都是对的，一个个都能自己做大科学家，能自己给txl群体下定义呢😆一个个都是大哲学家，贯彻了形而上的思想方法，将以少见多的理念发挥得淋漓尽致呢😆 | LGBTQ | hate [END]
犹太教 | 只有资本家才能入 | Racism | hate [SEP] 犹太人 | 只有资本家才能入 | Racism | hate [END]
腐癌 | 那不是 | LGBTQ | hate [END]
我 | 岭南山区的 | non-hate | non-hate [SEP] 我 | 长得还可以 | non-hate | non-hate [SEP] 我 | 交界 | non-hate | non-hate [SEP] 自己 | 岭南山区的 | non-hate | non-hate [SEP] 自己 | 长得还可以 | non-hate | non-hate [SEP] 自己 | 交界 | non-hate | non-hate [SEP] 湖南人 | 岭南山区的 | non-hate | non-hate [SEP] 湖南人 | 长得还可以 | non-hate | non-hate [SEP] 湖南人 | 交界 | non-hate | non-hate [END]
国男 | 少点宏大叙事，国男还是想想怎么让自己不接盘更实际 | Sexism | hate [END]
黑人 | 你在现实见到 | Racism | hate [END]
男孩子 | 惨唉😔 | non-hate | non-hate [END]
答主 | 气 | LGBTQ | hate [SEP] 答主 | 亡我中华之心不死 | LGBTQ | hate [SEP] 同 | 气 | LGBTQ | hate [SEP] 同 | 亡我中华之心不死 | LGBTQ | hate [SEP] 帝国主义 | 气 | LGBTQ | hate [SEP] 帝国主义 | 亡我中华之心不死 | LGBTQ | hate [END]
珠三角 | 喜欢搞地域黑 | Region | hate [SEP] 西部某都 | 喜欢搞地域黑 | Region | hate [END]
安徽人 | 被黑的原因 | Region | hate [END]
有些直男 | 恶心 男同do爱 | LGBTQ | hate [END]
女权 | 杀光 | Sexism | hate [END]
下面那个回复 | 太有才了 | non-hate | non-hate [END]
女人 | 我 | non-hate | non-hate [SEP] 女人 | 从来不看 | non-hate | non-hate [END]
同性恋 | 没有人需要为了别人而收敛自己的本性 | LGBTQ | hate [END]
它 | 超时空爱情 | non-hate | non-hate [SEP] 它 | 跨物种恋爱. | non-hate | non-hate [SEP] 人家 | 超时空爱情 | non-hate | non-hate [SEP] 人家 | 跨物种恋爱. | non-hate | non-hate [SEP] 你 | 超时空爱情 | non-hate | non-hate [SEP] 你 | 跨物种恋爱. | non-hate | non-hate [END]
跪舔嘿 | 玩 | Sexism | hate [SEP] 跪舔嘿 | 很不开心 | Sexism | hate [END]
男人 | 你可以和 | Sexism | hate [END]
基佬 | 恶心 | LGBTQ | hate [END]
河南话 | 说 | non-hate | non-hate [SEP] 河南话 | 范围 | non-hate | non-hate [SEP] 河南人 | 说 | non-hate | non-hate [SEP] 河南人 | 范围 | non-hate | non-hate [SEP] 中原官话 | 说 | non-hate | non-hate [SEP] 中原官话 | 范围 | non-hate | non-hate [END]
幕刃 | ？？？有人造子宫我家众筹一个孩子就行了，要这种幕刃给我添堵吗？？ | Sexism | hate [END]
我 | 既可爱又帅气 | non-hate | non-hate [END]
你 | 去做变性手术一切不都OK了 | non-hate | non-hate [SEP] 你 | 兼具了男人的阳刚和女人阴柔 | non-hate | non-hate [SEP] 你 | 都快活 | non-hate | non-hate [SEP] 男权女权 | 去做变性手术一切不都OK了 | non-hate | non-hate [SEP] 男权女权 | 兼具了男人的阳刚和女人阴柔 | non-hate | non-hate [SEP] 男权女权 | 都快活 | non-hate | non-hate [END]
东北人 | 哎 我东北人嫁到唐山 感觉一段时间这个地域歧视都少不了 哎还有问我是不是天天被家暴我真是无语。。。 | Region | hate [SEP] 唐山 | 哎 我东北人嫁到唐山 感觉一段时间这个地域歧视都少不了 哎还有问我是不是天天被家暴我真是无语。。。 | Region | hate [END]
更多对 | 通过 | LGBTQ | hate [SEP] 更多对 | 侮辱诅咒 | LGBTQ | hate [SEP] 更多对 | 劣等 | LGBTQ | hate [SEP] 更多对 | 不该存在在世界上 | LGBTQ | hate [SEP] 同性恋抱有偏见的人 | 通过 | LGBTQ | hate [SEP] 同性恋抱有偏见的人 | 侮辱诅咒 | LGBTQ | hate [SEP] 同性恋抱有偏见的人 | 劣等 | LGBTQ | hate [SEP] 同性恋抱有偏见的人 | 不该存在在世界上 | LGBTQ | hate [SEP] 同性恋 | 通过 | LGBTQ | hate [SEP] 同性恋 | 侮辱诅咒 | LGBTQ | hate [SEP] 同性恋 | 劣等 | LGBTQ | hate [SEP] 同性恋 | 不该存在在世界上 | LGBTQ | hate [SEP] txl | 通过 | LGBTQ | hate [SEP] txl | 侮辱诅咒 | LGBTQ | hate [SEP] txl | 劣等 | LGBTQ | hate [SEP] txl | 不该存在在世界上 | LGBTQ | hate [END]
上面 | 逆民主义 | Sexism | hate [SEP] 上面 | 恐婚 | Sexism | hate [SEP] 女拳 | 逆民主义 | Sexism | hate [SEP] 女拳 | 恐婚 | Sexism | hate [END]
外国黑人 | 不为中国人生孩子，却为 | Racism | hate [END]
河南 | 黑 | Region | hate [END]
卡肺囊虫肺炎和隐脑 | 大几率会死人的 | Racism | hate [END]
他 | 转移话题 | non-hate | non-hate [END]
女拳 | 咱不说舔狗和理中客的问题，就说这组织力，就不一样，这次的立法可见一斑。举个例子，去年二月，女拳集体冲霹雳霹雳（B站）那次，组织力度之强，声势浩大，都没见过，而且从各方面下手懂得冲合作方，懂得影响股市、带动舆论。而起因仅仅是B站为了平息风波，各打五十大板，既下架了那部动画，又封了那个舔饭圈和女拳的LexBurner，就被骂“辱女”了。它们的口号：LexBurner可以因为辱女被封，但是不能因为舔它们被封。与之相比，微博上连“鲨光男人”都说得出来，别说冲了，骂都没几个人骂过。所以，短时间内，男性会被女性压着，直到在忍耐中爆发 | Sexism | hate [END]
底层男人 | 娶不到处女 | Sexism | hate [SEP] 底层男人 | 都要求另一半是处 | Sexism | hate [END]
那三个默 | 应该会被判刑法十到二十年左右 | Racism | hate [END]
wb | 纯杀软 | Sexism | hate [END]
江苏 | 脾气就这样，小市民思想比较重 | Region | hate [END]
歪国敌特 | 彻底与 | Racism | hate [SEP] 歪国敌特 | 限制 | Racism | hate [SEP] 歪门邪道者 | 彻底与 | Racism | hate [SEP] 歪门邪道者 | 限制 | Racism | hate [SEP] 歪国来华的留 | 彻底与 | Racism | hate [SEP] 歪国来华的留 | 限制 | Racism | hate [END]
这个华裔警察 | 什么也没做吧，怎么被判刑了 | non-hate | non-hate [END]
嗨嗨嗨😆黑北京的哪有黑上海的多😎 | 黑北 | Region | hate [END]
东 | 坏事 | non-hate | non-hate [SEP] 南方 | 坏事 | non-hate | non-hate [END]
十八线小城有几个外国人？😓 | 十八线小城有几个外国 | non-hate | non-hate [END]
河南人 | 被地域黑的痛苦 | Region | hate [SEP] 河南人 | 最不喜欢地域黑别人 | Region | hate [END]
同性恋 | 可耻的！是错误的！是会破坏世界的！ | LGBTQ | hate [SEP] 同 | 可耻的！是错误的！是会破坏世界的！ | LGBTQ | hate [END]
西安人 | 死绝🙂 | non-hate | non-hate [END]
辽宁 | 真没资格鄙视中部 | Region | hate [END]
这女的 | 贵物 | Sexism | hate [SEP] 这女的 | 自己弄撒别人收拾烂摊子。? | Sexism | hate [END]
同性恋 | 深深的其实和偏见 | LGBTQ | hate [END]
你 | 狭隘 | non-hate | non-hate [END]
中国 | 中 | Sexism | hate [END]
二次元网站 | 引流一堆慕刃把环境都搞臭了 | Sexism | hate [END]
他们 | 敢 | Racism | hate [SEP] 他们 | 都得死😄 | Racism | hate [SEP] 我们便宜的 | 敢 | Racism | hate [SEP] 我们便宜的 | 都得死😄 | Racism | hate [END]
简 | 生动有趣 简洁明了的例子 秒啊 | non-hate | non-hate [SEP] 例 | 生动有趣 简洁明了的例子 秒啊 | non-hate | non-hate [END]
中国男女对立 | 网上的话也信，那就是你的问题了，中国男女对立只存在网络上 | non-hate | non-hate [END]
tg，bbc+china | 有攒劲的节目 | non-hate | non-hate [END]
广东人 | 不觉得 | non-hate | non-hate [SEP] 广东人 | 长得好看 | non-hate | non-hate [END]
你 | 这点道理都不懂你211的书怕是白念了？他扶被诬陷有警察主持“正义”，我们扶等着赔钱吧。还有你既然觉得你是对的，就不要隐瞒啊🍉 | non-hate | non-hate [END]
她们 | 在这里意淫打拳 | Sexism | hate [END]
河北 | 最没有存在感 | Region | hate [END]
你 | 写的 | non-hate | non-hate [SEP] 你 | 这是玄幻小说吧 | non-hate | non-hate [END]
黑人 | 古龙水发臭 | Racism | hate [SEP] 黑人们 | 古龙水发臭 | Racism | hate [END]
贵州 | 素质差 | Region | hate [END]
恐 | 深柜实锤 | LGBTQ | hate [SEP] 同 | 深柜实锤 | LGBTQ | hate [END]
基佬 | 一堆屎 | LGBTQ | hate [END]
炸鸡 | 好吃的 | non-hate | non-hate [END]
女人 | 呵呵 | non-hate | non-hate [END]
同性 | 排 | LGBTQ | hate [SEP] 同性 | 排斥自己不喜欢的异性的表白 | LGBTQ | hate [END]
女人 | 不会选择平均智商低到下限的黑 | Sexism | hate [SEP] 女性 | 不会选择平均智商低到下限的黑 | Sexism | hate [END]
印度高种姓女人 | 颜值不差 | Sexism | hate [SEP] 印度高种姓女人 | 女人不化妆 | Sexism | hate [SEP] 印度高种姓女人 | 比默强 | Sexism | hate [SEP] 东南亚矮小女人混血白人的 | 颜值不差 | Sexism | hate [SEP] 东南亚矮小女人混血白人的 | 女人不化妆 | Sexism | hate [SEP] 东南亚矮小女人混血白人的 | 比默强 | Sexism | hate [SEP] 印度低种姓 | 颜值不差 | Sexism | hate [SEP] 印度低种姓 | 女人不化妆 | Sexism | hate [SEP] 印度低种姓 | 比默强 | Sexism | hate [SEP] 郭女 | 颜值不差 | Sexism | hate [SEP] 郭女 | 女人不化妆 | Sexism | hate [SEP] 郭女 | 比默强 | Sexism | hate [END]
我们 | 没胆量，才被人当了殖民地 | Region | hate [SEP] 我们 | 一只蚂蚁 | Region | hate [SEP] 资本 | 没胆量，才被人当了殖民地 | Region | hate [SEP] 资本 | 一只蚂蚁 | Region | hate [END]
txl | 气候变暖又要加重了 | non-hate | non-hate [END]
我 | 我直接承认我不是男人 | non-hate | non-hate [END]
他们 | 没死刑？ | non-hate | non-hate [SEP] 他们 | 管不了 | non-hate | non-hate [END]
额，呜丫丫一片一般是早高峰的上班狗 | 早高峰的上班狗 | non-hate | non-hate [END]
鬼母 | 还在苟延残喘 | Sexism | hate [END]
被 | 关键是被默玩腻了就会找老实人接盘 | Racism | hate [SEP] 默 | 关键是被默玩腻了就会找老实人接盘 | Racism | hate [END]
处女崇拜 | 很大的群体 | Sexism | hate [END]
寄生虫 | 啥都指望男人也配谈女权和男女平等 | Sexism | hate [END]
大多数 | 他们根本就不支持同性恋，他们只是想看两个帅哥谈恋爱😢 | LGBTQ | hate [SEP] 腐癌 | 他们根本就不支持同性恋，他们只是想看两个帅哥谈恋爱😢 | LGBTQ | hate [END]
你们女的 | 就 | Sexism | hate [END]
艾呀，梅事的😂 | 梅事的😂 | Sexism | hate [END]
井底之蛙 | 罢了 | non-hate | non-hate [END]
我们中国真是太强啦😆 | 太强啦😆 | non-hate | non-hate [END]
同 | 君子和而不同，小人同而不和！团结一起反同力量，为人类创造美好的明天！ | LGBTQ | hate [END]
河南人 | 可也不是全部 | non-hate | non-hate [END]
你 | 没有男的会喜欢 | non-hate | non-hate [END]
中国女友 | 黑人 | non-hate | non-hate [SEP] 中国女友 | 有很多漂亮的985/211 | non-hate | non-hate [END]
你 | 自卑 | LGBTQ | hate [SEP] 你 | 不会蒙面穿衣服发照了 | LGBTQ | hate [SEP] 某基佬 | 自卑 | LGBTQ | hate [SEP] 某基佬 | 不会蒙面穿衣服发照了 | LGBTQ | hate [END]
你们同性恋 | 爱快乐地互相伤害互相传播疾病的怪物 | LGBTQ | hate [SEP] 你们同性恋 | 短命 | LGBTQ | hate [SEP] 你 | 爱快乐地互相伤害互相传播疾病的怪物 | LGBTQ | hate [SEP] 你 | 短命 | LGBTQ | hate [SEP] 同性伴侣 | 爱快乐地互相伤害互相传播疾病的怪物 | LGBTQ | hate [SEP] 同性伴侣 | 短命 | LGBTQ | hate [END]
猪精 | 网上挑起性别对立 | LGBTQ | hate [SEP] 这些人 | 网上挑起性别对立 | LGBTQ | hate [END]
基佬 | 应该用hiv当旗子 | LGBTQ | hate [END]
你 | 生活如意 | non-hate | non-hate [END]
兄弟报团 | 去微博冲 | non-hate | non-hate [END]
上海 | 被排外多么严重 | Region | hate [END]
txl | txl没吗 | LGBTQ | hate [END]
它 | 砸肿 | Racism | hate [SEP] 它 | 母 | Racism | hate [SEP] 它 | 应该多融合 | Racism | hate [END]
优秀人才 | 另当别论 | non-hate | non-hate [END]
她 | 顺从 | non-hate | non-hate [END]
答主 | 喷人也不违法 | Racism | hate [SEP] 被喷到 | 喷人也不违法 | Racism | hate [END]
上海人 | 拿鼻孔看人的 | non-hate | non-hate [SEP] 上海人 | 永远只和上海人玩 | non-hate | non-hate [END]
黑人 | 宁愿娶二婚也绝对不要跟 | Racism | hate [END]
南方 | 感谢南方经济制裁，现在在争取互相取暖 | non-hate | non-hate [END]
舔狗 | 赶紧去死吧 | Sexism | hate [END]
你们 | 地域黑 | Region | hate [SEP] 江北 | 地域黑 | Region | hate [SEP] 你 | 地域黑 | Region | hate [END]
这波 | 愚蠢的山姆 | Sexism | hate [END]
这句话 | 到底出处啊 | non-hate | non-hate [END]
会打鼓的人 | 会打鼓的人都很带劲 | non-hate | non-hate [END]
基佬 | 罪证合集 | LGBTQ | hate [END]
同性恋 | 断子绝孙了 | LGBTQ | hate [END]
我 | 我193，能不能让我透 | non-hate | non-hate [END]
韩国人 | 娘炮。。。😄😄😄 | Region | hate [END]
腐女 | 恶心 | LGBTQ | hate [SEP] 腐女 | 乱磕cp | LGBTQ | hate [SEP] 腐女 | 厌恶 | LGBTQ | hate [SEP] 男同 | 恶心 | LGBTQ | hate [SEP] 男同 | 乱磕cp | LGBTQ | hate [SEP] 男同 | 厌恶 | LGBTQ | hate [SEP] 传播同性恋的人 | 恶心 | LGBTQ | hate [SEP] 传播同性恋的人 | 乱磕cp | LGBTQ | hate [SEP] 传播同性恋的人 | 厌恶 | LGBTQ | hate [END]
女人 | 不是所有 | Sexism | hate [SEP] 女人 | 反对女拳主义 | Sexism | hate [SEP] 我们 | 不是所有 | Sexism | hate [SEP] 我们 | 反对女拳主义 | Sexism | hate [END]
美国黑人马丁路德金 | 非常有文化的人 | non-hate | non-hate [END]
非洲黑人 | 我 | Racism | hate [SEP] 非洲黑人 | 不喜欢 | Racism | hate [SEP] 非洲黑人 | 搞 | Racism | hate [SEP] 非洲黑人 | 被 | Racism | hate [SEP] 中国男人 | 我 | Racism | hate [SEP] 中国男人 | 不喜欢 | Racism | hate [SEP] 中国男人 | 搞 | Racism | hate [SEP] 中国男人 | 被 | Racism | hate [SEP] 黑 | 我 | Racism | hate [SEP] 黑 | 不喜欢 | Racism | hate [SEP] 黑 | 搞 | Racism | hate [SEP] 黑 | 被 | Racism | hate [SEP] 中国女人 | 我 | Racism | hate [SEP] 中国女人 | 不喜欢 | Racism | hate [SEP] 中国女人 | 搞 | Racism | hate [SEP] 中国女人 | 被 | Racism | hate [SEP] 黑人 | 我 | Racism | hate [SEP] 黑人 | 不喜欢 | Racism | hate [SEP] 黑人 | 搞 | Racism | hate [SEP] 黑人 | 被 | Racism | hate [END]
河南跟安徽 | 穷省， | Region | hate [SEP] 河南跟安徽 | 外出打工的人多，所以 | Region | hate [SEP] 河南跟安徽 | 成了被黑的对象😅 | Region | hate [END]
电脑 | 不能投票？ | non-hate | non-hate [END]
伞兵 | 高级黑 | Racism | hate [END]
腐女 | 大部分是 | Sexism | hate [END]
黑龙江 | 背 | Region | hate [SEP] 黑龙江 | 分不清辽宁黑 | Region | hate [SEP] 黑龙江 | 为什么房子都不爱 | Region | hate [SEP] 黑龙江 | 干的好事 | Region | hate [SEP] 外面人 | 背 | Region | hate [SEP] 外面人 | 分不清辽宁黑 | Region | hate [SEP] 外面人 | 为什么房子都不爱 | Region | hate [SEP] 外面人 | 干的好事 | Region | hate [SEP] 黑龙江人 | 背 | Region | hate [SEP] 黑龙江人 | 分不清辽宁黑 | Region | hate [SEP] 黑龙江人 | 为什么房子都不爱 | Region | hate [SEP] 黑龙江人 | 干的好事 | Region | hate [END]
甘肃人 | 真 | Region | hate [SEP] 甘肃人 | 没有存在感😢 | Region | hate [END]
齐齐哈尔人 | 考来了抚顺 | non-hate | non-hate [END]
这 | 天天刷屏 | non-hate | non-hate [SEP] 垃圾 | 天天刷屏 | non-hate | non-hate [END]
黑人 | 人均寿命 | non-hate | non-hate [END]
这女的 | 快手号多少 | Sexism | hate [END]
仙女 | 放大屁 | Sexism | hate [END]
母畜 | 能干得出来这种事 | Sexism | hate [END]
